red_fighter_name;blue_fighter_name;event_date;red_fighter_total_pts;blue_fighter_total_pts
JAVID BASHARAT;MATEUS MENDONCA;14/01/2023;30 30 29;27 27 28
MATEUSZ REBECKI;NICK FIORE;14/01/2023;30 30 30;26 27 27
CLAUDIO RIBEIRO;ABDUL RAZAK ALHASSAN;14/01/2023;9 9 9;10 10 10
TATSURO TAIRA;CARLOS CANDELARIO;14/05/2022;30 30 30;26 27 27
NICK MAXIMOV;ANDRE PETROSKI;14/05/2022;- -;- -
JAN BLACHOWICZ;ALEKSANDAR RAKIC;14/05/2022;19 19 19;19 19 19
DAVEY GRANT;LOUIS SMOLKA;14/05/2022;19 19 20;19 19 18
RYAN SPANN;ION CUTELABA;14/05/2022;- - -;- - -
KATLYN CERMINARA;AMANDA RIBAS;14/05/2022;28 29 29;29 28 28
FRANK CAMACHO;MANUEL TORRES;14/05/2022;- - -;- - -
VIRNA JANDIROBA;ANGELA HILL;14/05/2022;30 30 30;27 27 27
MICHAEL JOHNSON;ALAN PATRICK;14/05/2022;10 10 10;9 9 9
JAKE HADLEY;ALLAN NASCIMENTO;14/05/2022;27 27 27;30 30 30
VIVIANE ARAUJO;ANDREA LEE;14/05/2022;29 29 29;28 27 27
DANIEL ZELLHUBER;ESTEBAN RIBOVICS;14/09/2024;28 29 28;29 28 29
BRIAN ORTEGA;DIEGO LOPES;14/09/2024;26 27 27;30 30 30
SEAN O'MALLEY;MERAB DVALISHVILI;14/09/2024;46 47 47;49 48 48
YAZMIN JAUREGUI;KETLEN SOUZA;14/09/2024;- - -;- - -
MANUEL TORRES;IGNACIO BAHAMONDES;14/09/2024;- - -;- - -
EDGAR CHAIREZ;JOSHUA VAN;14/09/2024;28 28 28;29 29 29
ALEXA GRASSO;VALENTINA SHEVCHENKO;14/09/2024;29 29 29;28 28 28
RONALDO RODRIGUEZ;ODE OSBOURNE;14/09/2024;29 29 29;27 28 27
IRENE ALDANA;NORMA DUMONT;14/09/2024;27 27 27;30 30 30
RAUL ROSAS JR.;AORIQILENG;14/09/2024;29 29 29;28 28 28
CHRISTIAN RODRIGUEZ;CAMERON SAAIMAN;14/10/2023;30 29 30;27 28 27
DARREN ELKINS;TJ BROWN;14/10/2023;19 20 20;19 18 18
TAINARA LISBOA;RAVENA OLIVEIRA;14/10/2023;29 29 29;28 28 28
SODIQ YUSUFF;EDSON BARBOZA;14/10/2023;46 46 46;48 48 49
JENNIFER MAIA;VIVIANE ARAUJO;14/10/2023;28 28 28;29 29 29
TERRANCE MCKINNEY;BRENDON MAROTTE;14/10/2023;- - -;- - -
ANDRE PETROSKI;MICHEL PEREIRA;14/10/2023;- - -;- - -
CHRIS GUTIERREZ;ALATENGHEILI;14/10/2023;30 30 30;27 27 27
IRINA ALEKSEEVA;MELISSA MULLINS;14/10/2023;28 27 28;29 30 29
JONATHAN MARTINEZ;ADRIAN YANEZ;14/10/2023;10 10 10;9 9 9
ASHLEY YODER;EMILY DUCOTE;14/10/2023;27 28 28;30 29 29
KAY HANSEN;CORY MCKENNA;14/11/2020;28 28 28;29 29 29
RANDA MARKOS;KANAKO MURATA;14/11/2020;27 27 27;30 30 30
ALEX MORONO;RHYS MCKEE;14/11/2020;30 30 30;27 27 27
GERALDO DE FREITAS;TONY GRAVELY;14/11/2020;27 29 28;30 28 29
ASHLEY YODER;MIRANDA GRANGER;14/11/2020;30 29 29;26 27 27
BRENDAN ALLEN;SEAN STRICKLAND;14/11/2020;9 9 9;10 10 10
ABDUL RAZAK ALHASSAN;KHAOS WILLIAMS;14/11/2020;- - -;- - -
PAUL FELDER;RAFAEL DOS ANJOS;14/11/2020;48 45 45;47 50 50
DON'TALE MAYES;ROQUE MARTINEZ;14/11/2020;30 29 30;27 28 27
SEAN O'MALLEY;MARLON VERA;15/08/2020; - - -;- - -
STIPE MIOCIC;DANIEL CORMIER;15/08/2020;49 49 48;46 46 47
JUNIOR DOS SANTOS;JAIRZINHO ROZENSTRUIK;15/08/2020;10 10 9;9 9 10
HERBERT BURNS;DANIEL PINEDA;15/08/2020;8 8 8;10 10 10
CHRIS DAUKAUS;PARKER PORTER;15/08/2020;- - -;- - - 
KAI KAMAKA;TONY KELLEY;15/08/2020;29 29 29;28 28 28
JOHN DODSON;MERAB DVALISHVILI;15/08/2020;27 27 27;30 30 30
JIM MILLER;VINC PICHEL;15/08/2020;27 28 28;29 29 29
FELICE HERRIG;VIRNA JANDIROBA;15/08/2020;- - -;- - -
TJ BROWN;DANNY CHAVEZ;15/08/2020;28 28 28;29 29 29
ASHLEY YODER;LIVINHA SOUZA;15/08/2020;28 27 28;29 30 29
CALVIN KATTAR;GIGA CHIKADZE;15/01/2022;50 50 50;45 45 44
BRANDON ROYVAL;ROGERIO BONTORIN;15/01/2022;29 28 29;28 29 28
JAKE COLLIER;CHASE SHERMAN;15/01/2022;- -;- -
BILL ALGEO;JOANDERSON BRITO;15/01/2022;30 29 29;27 28 28
JAMIE PICKETT;JOSEPH HOLMES;15/01/2022;29 29 29;28 28 28
DAKOTA BUSH;VIACHESLAV BORSHCHEV;15/01/2022;- - -;- - -
KATLYN CERMINARA;JENNIFER MAIA;15/01/2022;30 30 30;27 27 27
TJ BROWN;CHARLES ROSA;15/01/2022;29 29 29;28 28 28
BRIAN KELLEHER;KEVIN CROOM;15/01/2022;30 30 29;27 27 28
COURT MCGEE;RAMIZ BRAHIMAJ;15/01/2022;30 30 30;27 27 27
PEDRO MUNHOZ;CHRIS GUTIERREZ;15/04/2023;30 30 30;27 27 27
CLAY GUIDA;RAFA GARCIA;15/04/2023;27 27 27;30 30 30
AARON PHILLIPS;GASTON BOLANOS;15/04/2023;28 27 27;29 30 30
JOSELYNE EDWARDS;LUCIE PUDILOVA;15/04/2023;29 28 29;28 29 28
BRUNA BRASIL;DENISE GOMES;15/04/2023;9 9 9;10 10 10
LANDO VANNATA;DANIEL ZELLHUBER;15/04/2023;27 28 27;29 29 30
BILL ALGEO;TJ BROWN;15/04/2023;9 9 9;10 10 10
MAX HOLLOWAY;ARNOLD ALLEN;15/04/2023;49 48 49;46 47 46
EDSON BARBOZA;BILLY QUARANTILLO;15/04/2023;- - -;- - -
BRANDON ROYVAL;MATHEUS NICOLAU;15/04/2023;- - -;- - -
TANNER BOSER;ION CUTELABA;15/04/2023;- - -;- - -
GILLIAN ROBERTSON;PIERA RODRIGUEZ;15/04/2023;10 9 10;9 10 9
ZAK CUMMINGS;ED HERMAN;15/04/2023;20 20 20;17 16 17
DUSTIN JACOBY;AZAMAT MURZAKANOV;15/04/2023;28 28 28;29 29 29
JACARE SOUZA;ANDRE MUNIZ;15/05/2021;- - -;- - -
LANDO VANNATA;MIKE GRUNDY;15/05/2021;29 27 30;28 30 27
ANDREA LEE;ANTONINA SHEVCHENKO;15/05/2021;10 10 10;9 9 9
JORDAN WRIGHT;JAMIE PICKETT;15/05/2021;- - -;- - -
CHRISTOS GIAGOS;SEAN SORIANO;15/05/2021;9 9 10;10 10 9
KEVIN AGUILAR;TUCKER LUTZ;15/05/2021;27 30 28;30 28 29
SHANE BURGOS;EDSON BARBOZA;15/05/2021;18 19 18;20 19 20
KATLYN CERMINARA;VIVIANE ARAUJO;15/05/2021;29 29 30;28 28 27
GINA MAZANY;PRISCILA CACHOEIRA;15/05/2021;10 10 10;9 9 9
CHARLES OLIVEIRA;MICHAEL CHANDLER;15/05/2021;8 8 9;10 10 10
TONY FERGUSON;BENEIL DARIUSH;15/05/2021;27 27 27;30 30 30
MATT SCHNELL;ROGERIO BONTORIN;15/05/2021;27 28 27;30 29 30
DOUGLAS SILVA DE ANDRADE;MILES JOHNS;15/06/2024;27 27 28;30 30 29
MELQUIZAEL COSTA;SHAYILAN NUERDANBIEKE;15/06/2024;29 29 29;28 28 28
ALEX PEREZ;TATSURO TAIRA;15/06/2024;10 10 10;9 9 9
ASU ALMABAYEV;JOSE JOHNSON;15/06/2024;30 30 30;27 27 27
JOSEFINE KNUTSSON;JULIA POLASTRI;15/06/2024;29 29 29;28 28 28
JOSH QUINLAN;ADAM FUGITT;15/06/2024;28 28 29;29 29 28
JOSEFINE KNUTSSON;JULIA POLASTRI;15/06/2024;29 29 29;28 28 28
BRADY HIESTAND;GARRETT ARMFIELD;15/06/2024;19 19 19;19 19 19
TIMMY CUAMBA;LUCAS ALMEIDA;15/06/2024;28 28 28;29 29 29
JEKA SARAGIH;WESTIN WILSON;15/06/2024;- - -;- - -
CARLI JUDICE;GABRIELLA FERNANDES;15/06/2024;28 29 28;29 28 29
JIMMY FLICK;NATE MANESS;15/06/2024;27 27 28;30 30 29
VIKTORIIA DUDAKOVA;ISTELA NUNES;15/07/2023;- -;- -
ASHLEE EVANS-SMITH;AILIN PEREZ;15/07/2023;25 25 26;30 30 30
TUCKER LUTZ;MELSIK BAGHDASARYAN;15/07/2023;28 28 28;29 29 29
TYSON NAM;AZAT MAKSUM;15/07/2023;28 28 29;29 29 28
NORMA DUMONT;CHELSEA CHANDLER;15/07/2023;30 30 30;27 27 27
NAZIM SADYKHOV;TERRANCE MCKINNEY;15/07/2023;9 9 9;10 10 10
ALEXANDER MUNOZ;CARL DEATON;15/07/2023;30 30 29;26 27 28
JACK DELLA MADDALENA;BASSIL HAFEZ;15/07/2023;28 29 29;29 28 28
HOLLY HOLM;MAYRA BUENO SILVA;15/07/2023;10 10 10;9 9 9
OTTMAN AZAITAR;FRANCISCO PRADO;15/07/2023;- - -;- - -
ALBERT DURAEV;JUNYONG PARK;15/07/2023;9 10 6;10 9 10
AUSTIN LINGO;MELQUIZAEL COSTA;15/07/2023;26 27 27;30 30 30
EVAN ELDER;GENARO VALDEZ;15/07/2023;30 29 29;26 28 28
CUB SWANSON;JONATHAN MARTINEZ;15/10/2022;9 9 9;10 10 10
JORDAN WRIGHT;DUSKO TODOROVIC;15/10/2022;10 10 10;9 9 8
ALEXA GRASSO;VIVIANE ARAUJO;15/10/2022;50 49 49;45 46 46
MISHA CIRKUNOV;ALONZO MENIFIELD;15/10/2022;- - -;- - -
RAPHAEL ASSUNCAO;VICTOR HENRY;15/10/2022;30 30 30;27 27 27
NICK MAXIMOV;JACOB MALKOUN;15/10/2022;27 27 27;30 30 30
MANA MARTINEZ;BRANDON DAVIS;15/10/2022;29 29 28;28 28 29
JOANDERSON BRITO;LUCAS ALEXANDER;15/10/2022;- - -;- - -
PIERA RODRIGUEZ;SAM HUGHES;15/10/2022;29 29 29;28 28 28
MIKE JACKSON;PETE RODRIGUEZ;15/10/2022;- - -;- - -
TATSURO TAIRA;CJ VERGARA;15/10/2022;10 10 10;9 9 9
 STIPE MIOCIC; DANIEL CORMIER;15/08/2020;49 49 48;46 46 47
 JUNIOR DOS SANTOS;JAIRZINHO ROZENSTRUIK;15/08/2020;10 10 10;9 9 10
CHRIS DAUKUS;PARKER PORTER;15/08/2020;- - -;- - -
KAI KAMAKA ;TONY KELLEY;15/08/2020;29 29 29;28 28 28
JOSH CULIBAO;DANNY SILVA;16/03/2024;28 29 28;29 28 29
JAQUELINE AMORIM;CORY MCKENNA;16/03/2024;- - -;- - -
TAI TUIVASA;MARCIN TYBURA;16/03/2024;- - -;- - -
OVINCE SAINT PREUX;KENNEDY NZECHUKWU;16/03/2024;29 28 29;28 29 28
BRYAN BATTLE;ANGE LOOSA;16/03/2024;10 10 10;9 9 9
CHRISTIAN RODRIGUEZ;ISAAC DULGARIAN;16/03/2024;28 27 28;27 28 27
PANNIE KIANZAD;MACY CHIASSON;16/03/2024;- - -;- - -
JAFEL FILHO;ODE OSBOURNE;16/03/2024;- - -;- - -
JOSIANE NUNES;CHELSEA CHANDLER;16/03/2024;28 28 28;29 29 29
GERALD MEERSCHAERT;BRYAN BARBERENA;16/03/2024;10 10 10;9 9 9
THIAGO MOISES;MITCH RAMIREZ;16/03/2024;20 20 20;18 18 18
CHARALAMPOS GRIGORIOU;CHAD ANHELIGER;16/03/2024;28 27 28;29 30 29
NATAN LEVY;MIKE DAVIS;16/03/2024;9 9 9;10 10 10
MIGUEL BAEZA;ANDRE FIALHO;16/04/2022;- - -;- - -
DRAKKAR KLOSE;BRANDON JENKINS;16/04/2022;10 10 10;8 8 8
RAFA GARCIA;JESSE RONSON;16/04/2022;10 10 10;9 9 9
MAYRA BUENO SILVA;WU YANAN;16/04/2022;29 29 30;28 28 27
JORDAN LEAVITT;TREY OGDEN;16/04/2022;29 29 28;28 28 29
CHRIS BARNETT;MARTIN BUDAY;16/04/2022;27 27 27;30 30 30
DEVIN CLARK;WILLIAM KNIGHT;16/04/2022;19 19 19;19 19 19
LINA LANSBERG;PANNIE KIANZAD;16/04/2022;28 28 28;29 29 29
MOUNIR LAZZEZ;ANGE LOOSA;16/04/2022;30 30 30;27 27 27
PAT SABATINI;TJ LARAMIE;16/04/2022;30 30 30;26 26 26
CAIO BORRALHO;GADZHI OMARGADZHIEV;16/04/2022;29 29 29;27 27 27
VICENTE LUQUE;BELAL MUHAMMAD;16/04/2022;46 46 47;49 49 48
ISTELA NUNES;SAM HUGHES;16/04/2022;27 27 28;29 29 28
ALATENGHEILI;KEVIN CROOM;16/04/2022;- - -;- - -
PUNAHELE SORIANO;DALCHA LUNGIAMBULA;16/07/2022;9 9 6;10 10 10
LAUREN MURPHY;MIESHA TATE;16/07/2022;30 29 30;27 28 27
JESSICA PENNE;EMILY DUCOTE;16/07/2022;28 28 27;29 29 30
RICKY SIMON;JACK SHORE;16/07/2022;10 10 10;9 9 9
BILL ALGEO;HERBERT BURNS;16/07/2022;10 10 10;9 9 9
DWIGHT GRANT;DUSTIN STOLTZFUS;16/07/2022;28 28 28;29 29 29
DUSTIN JACOBY;DA WOON JUNG;16/07/2022;- - -;- - -
BRIAN ORTEGA;YAIR RODRIGUEZ;16/07/2022;- - -;- - -
MATT SCHNELL;SUMUDAERJI;16/07/2022;10 10 10;9 9 9
SHANE BURGOS;CHARLES JOURDAIN;16/07/2022;29 29 28;28 28 28
LI JINGLIANG;MUSLIM SALIKHOV;16/07/2022;9 9 9;10 10 10
MICHELLE WATERSON-GOMEZ;AMANDA LEMOS;16/07/2022;10 10 9;9 9 10
JOSEFINE KNUTSSON;MARNIC MANN;16/09/2023;30 30 30;24 25 27
DANIEL ZELLHUBER;CHRISTOS GIAGOS;16/09/2023;9 9 9;10 10 10
ALEX REYES;CHARLIE CAMPBELL;16/09/2023;- - -;- - -
TRACY CORTEZ;JASMINE JASUDAVICIUS;16/09/2023;30 30 29;27 27 28
RAUL ROSAS JR.;TERRENCE MITCHELL;16/09/2023;- - -;- - -
FERNANDO PADILLA;KYLE NELSON;16/09/2023;28 28 27;29 29 30
LOOPY GODINEZ;ELISE REED;16/09/2023;10 10 10;8 9 8
EDGAR CHAIREZ;DANIEL LACERDA;16/09/2023;- - -;- - -
ROMAN KOPYLOV;JOSH FREMD;16/09/2023;10 10 10;9 9 9
ALEXA GRASSO;VALENTINA SHEVCHENKO;16/09/2023;47 47 48;47 48 47
KEVIN HOLLAND;JACK DELLA MADDALENA;16/09/2023;29 28 28;28 29 29
ANDREW SANCHEZ;BRUNO SILVA;16/10/2021;19 19 20;19 19 18
NATE LANDWEHR;LUDOVIT KLEIN;16/10/2021;20 20 19;18 18 19
LOOPY GODINEZ;LUANA CAROLINA;16/10/2021;28 28 28;29 29 29
ANDREI ARLOVSKI;CARLOS FELIPE;16/10/2021;29 29 29;28 28 28
ASPEN LADD;NORMA DUMONT;16/10/2021;46 46 47;49 49 48
DANNY ROBERTS;RAMAZAN EMEEV;16/10/2021;28 30 29;29 27 28
JIM MILLER;ERICK GONZALEZ;16/10/2021;10 9 9;9 10 10
BATGEREL DANAA;BRANDON DAVIS;16/10/2021;- - - ;- - - 
ISTELA NUNES;ARIANE CARNELOSSI;16/10/2021;19 19 20;19 19 18
MANON FIOROT;MAYRA BUENO SILVA;16/10/2021;30 30 30;26 27 27
LEON EDWARDS;COLBY COVINGTON;16/12/2023;49 49 49;46 46 46
TAGIR ULANBEKOV;CODY DURDEN;16/12/2023;10 10 10;9 9 9
ANDRE FILI;LUCAS ALMEIDA;16/12/2023;- - -;- - -
ALONZO MENIFIELD;DUSTIN JACOBY;16/12/2023;29 29 29;28 28 28
MARTIN BUDAY;SHAMIL GAZIEV;16/12/2023;8 8 8;10 10 10
IRENE ALDANA;KAROL ROSA;16/12/2023;29 29 29;28 28 28
CASEY O'NEILL;ARIANE DA SILVA;16/12/2023;9 9 9;10 10 10
CODY GARBRANDT;BRIAN KELLEHER;16/12/2023;- - -;- - -
TONY FERGUSON;PADDY PIMBLETT;16/12/2023;27 27 27;30 30 30
JOSH EMMETT;BRYCE MITCHELL;16/12/2023;- - -;- - -
SHAVKAT RAKHMONOV;STEPHEN THOMPSON;16/12/2023;10 10 10;9 9 9
ALEXANDRE PANTOJA;BRANDON ROYVAL;16/12/2023;49 50 50;46 45 45
ALEXANDER VOLKANOVSKI;ILIA TOPURIA;17/02/2024;10 10 10;9 9 9
OBAN ELLIOTT;VAL WOODBURN;17/02/2024;30 29 30;27 28 27
ANDREA LEE;MIRANDA MAVERICK;17/02/2024;28 27 27;29 30 30
JOSH QUINLAN;DANNY BARLOW;17/02/2024;18 18 18;20 20 20
RINYA NAKAMURA;CARLOS VERA;17/02/2024;30 30 30;27 27 27
ZHANG MINGYANG;BRENDSON RIBEIRO;17/02/2024;- - -;- - -
MARCOS ROGERIO DE LIMA;JUNIOR TAFA;17/02/2024;10 10 10;9 9 8
AMANDA LEMOS;MACKENZIE DERN;17/02/2024;29 29 29;28 28 28
ROBERT WHITTAKER;PAULO COSTA;17/02/2024;29 29 30;28 28 27
GEOFF NEAL;IAN MACHADO GARRY;17/02/2024;27 29 27;30 28 30
ANTHONY HERNANDEZ;ROMAN KOPYLOV;17/02/2024;10 10 9;9 9 10
MERAB DVALISHVILI;HENRY CEJUDO;17/02/2024;29 29 29;28 28 28
AUSTIN HUBBARD;DAKOTA BUSH;17/04/2021;29 29 29;28 28 28
TONY GRAVELY;ANTHONY BIRCHAK;17/04/2021;10 10 10;9 9 8
ABDUL RAZAK ALHASSAN;JACOB MALKOUN;17/04/2021;27 27 27;30 30 30
LUIS PENA;ALEXANDER MUNOZ;17/04/2021;28 29 29;29 28 28
ANDREI ARLOVSKI;CHASE SHERMAN;17/04/2021;29 29 29;28 28 28
ROBERT WHITTAKER;KELVIN GASTELUM;17/04/2021;50 50 50;45 45 45
TRACY CORTEZ;JUSTINE KISH;17/04/2021;29 28 30;28 29 27
ALEXANDR ROMANOV;JUAN ESPINO;17/04/2021;29 19 29;28 19 28
BARTOSZ FABINSKI;GERALD MEERSCHAERT;17/04/2021;- - -;- - -
JESSICA PENNE;LOOPY GODINEZ;17/04/2021;29 29 28;28 28 29
ARMEN PETROSYAN;CHRISTIAN LEROY DUNCAN;17/06/2023;29 29 30;28 28 27
ARMAN TSARUKYAN;JOAQUIM SILVA;17/06/2023;19 19 19;19 19 19
MARVIN VETTORI;JARED CANNONIER;17/06/2023;45 45 46;49 49 48
MANUEL TORRES;NIKOLAS MOTTA;17/06/2023;- - -;- - -
PAT SABATINI;LUCAS ALMEIDA;17/06/2023;10 10 10;8 8 8
NICOLAS DALBY;MUSLIM SALIKHOV;17/06/2023;29 30 30;28 27 27
JIMMY FLICK;ALESSANDRO COSTA;17/06/2023;9 9 9;10 10 10
CARLOS HERNANDEZ;DENYS BONDAR;17/06/2023;30 29 30;27 28 27
KYUNG HO KANG;CRISTIAN QUINONEZ;17/06/2023;- - -;- - -
TEREZA BLEDA;GABRIELLA FERNANDES;17/06/2023;30 30 30;27 27 27
DAN ARGUETA;RONNIE LAWRENCE;17/06/2023;- - -;- - -
ZAC PAUGA;MODESTAS BUKAUSKAS;17/06/2023;28 28 27;29 29 30
FRANCISCO FIGUEIREDO;MALCOLM GORDON;17/07/2021;27 28 28;30 29 29
DANIEL RODRIGUEZ;PRESTON PARSONS;17/07/2021;- - -;- - -
KHALID TAHA;SERGEY MOROZOV;17/07/2021;30 29 29;27 28 28
AMANDA LEMOS;MONTSERRAT CONEJO RUIZ;17/07/2021;- - -;- - -
JEREMY STEPHENS;MATEUSZ GAMROT;17/07/2021;- - -;- - -
MARION RENEAU;MIESHA TATE;17/07/2021;18 18 18;20 20 20
RODOLFO VIEIRA;DUSTIN STOLTZFUS;17/07/2021;19 19 19;19 19 19
GABRIEL BENITEZ;BILLY QUARANTILLO;17/07/2021;18 18 18;20 20 20
ISLAM MAKHACHEV;THIAGO MOISES;17/07/2021;30 30 30;27 27 27
NIKOLAS MOTTA;CAMERON VANCAMP;17/09/2022;- - -;- - -
TONY GRAVELY;JAVID BASHARAT;17/09/2022;28 28 28;29 29 29
DAMON JACKSON;PAT SABATINI;17/09/2022;- - -;- - -
ANTHONY HERNANDEZ;MARC-ANDRE BARRIAULT;17/09/2022;20 20 20;18 18 18
MARIYA AGAPOVA;GILLIAN ROBERTSON;17/09/2022;10 10 10;9 9 9
TREY OGDEN;DANIEL ZELLHUBER;17/09/2022;30 29 30;27 28 27
TREVIN GILES;LOUIS COSCE;17/09/2022;29 30 29;28 27 28
DENISE GOMES;LOMA LOOKBOONMEE;17/09/2022;27 27 28;30 30 29
CORY SANDHAGEN;SONG YADONG;17/09/2022;38 39 38;38 37 38
ANDRE FILI;BILL ALGEO;17/09/2022;29 28 29;28 29 28
CHIDI NJOKUANI;GREGORY RODRIGUES;17/09/2022;9 9 9;10 10 10
JOE PYFER;ALEN AMEDOVSKI;17/09/2022;- - -;- - -
TANNER BOSER;RODRIGO NASCIMENTO;17/09/2022;29 28 27;28 29 30
DREW DOBER;KING GREEN;17/12/2022;9 9 9;10 10 10
ALEX CACERES;JULIAN EROSA;17/12/2022;- - -;- - -
ARMAN TSARUKYAN;DAMIR ISMAGULOV;17/12/2022;30 30 30;27 27 27
AMIR ALBAZI;ALESSANDRO COSTA;17/12/2022;20 19 19;18 19 19
JARED CANNONIER;SEAN STRICKLAND;17/12/2022;49 46 49;46 49 46
RAFA GARCIA;MAHESHATE;17/12/2022;30 30 30;27 27 27
BRYAN BATTLE;RINAT FAKHRETDINOV;17/12/2022;25 25 27;30 30 30
SAID NURMAGOMEDOV;SAIDYOKUB KAKHRAMONOV;17/12/2022;9 9 9;10 10 10
JAKE MATTHEWS;MATTHEW SEMELSBERGER;17/12/2022;28 28 27;29 29 30
CODY BRUNDAGE;MICHAL OLEKSIEJCZUK;17/12/2022;- - -;- - -
DAVID DVORAK;MANEL KAPE;17/12/2022;27 27 28;30 30 29
SERGEY MOROZOV;JOURNEY NEWSON;17/12/2022;30 29 29;27 28 28
CHEYANNE VLISMAS;CORY MCKENNA;17/12/2022;28 28 28;29 29 29
NAZIM SADYKHOV;EVAN ELDER;18/02/2023;18 18 18;20 20 20
JIM MILLER;ALEXANDER HERNANDEZ;18/02/2023;28 27 27;29 30 30
JOSH PARISIAN;JAMAL POGUES;18/02/2023;28 27 27;29 30 30
WILLIAM KNIGHT;MARCIN PRACHNIO;18/02/2023;27 27;30 30
JESSICA ANDRADE;ERIN BLANCHFIELD;18/02/2023;10 9 9;9 10 10
JORDAN WRIGHT;ZAC PAUGA;18/02/2023;27 28 27;30 29 30
AJ FLETCHER;THEMBA GORIMBO;18/02/2023;10 10 10;9 9 9
OVINCE SAINT PREUX;PHILIPE LINS;18/02/2023;- - -;- - -
CLAYTON CARPENTER;JUANCAMILO RONDEROS;18/02/2023;- - -;- - -
LINA LANSBERG;MAYRA BUENO SILVA;18/02/2023;9 9 6;10 10 10
JAMALL EMMERS;KHUSEIN ASKHABOV;18/02/2023;30 30 30;27 27 27
LEON EDWARDS;KAMARU USMAN;18/03/2023;4948 48 47;46 46 47
JULIANA MILLER;VERONICA HARDY;18/03/2023;27 27 27;30 30 30
JUSTIN GAETHJE;RAFAEL FIZIEV;18/03/2023;29 28 29;28 28 28
JENNIFER MAIA;CASEY O'NEILL;18/03/2023;29 29 30;28 28 27
GUNNAR NELSON;BRYAN BARBERENA;18/03/2023;- - -;- - -
JOANNE WOOD;LUANA CAROLINA;18/03/2023;29 30 28;28 27 29
CHRIS DUNCAN;OMAR MORALES;18/03/2023;29 29 27;28 28 30
SAM PATTERSON;YANAL ASHMOUZ;18/03/2023;- - -;- - -
JAI HERBERT;LUDOVIT KLEIN;18/03/2023;28 29 28;28 27 28
JACK SHORE;MAKWAN AMIRKHANI;18/03/2023;9 9 9;10 10 10
JAKE HADLEY;MALCOLM GORDON;18/03/2023;- - -;- - -
CHRISTIAN LEROY DUNCAN;DUSKO TODOROVIC;18/03/2023;- - -;- - -
MARVIN VETTORI;ROMAN DOLIDZE;18/03/2023;29 29 30;28 28 27
LERONE MURPHY;GABRIEL SANTOS;18/03/2023;28 29 29;29 28 28
MUHAMMAD MOKAEV;JAFEL FILHO;18/03/2023;19 20 19;19 18 19
EDSON BARBOZA;LERONE MURPHY;18/05/2024;46 45 45;49 50 50
PIERA RODRIGUEZ;ARIANE CARNELOSSI;18/05/2024;10 10 10;9 9 9
ALATENGHEILI;KLEYDSON RODRIGUES;18/05/2024;30 30 29;27 27 28
ADRIAN YANEZ;VINICIUS SALVADOR;18/05/2024;- - -;- - -
LUANA PINHEIRO;ANGELA HILL;18/05/2024;9 9 9;10 10 10
THEMBA GORIMBO;RAMIZ BRAHIMAJ;18/05/2024;30 30 30;27 27 27
KHAOS WILLIAMS;CARLSTON HARRIS;18/05/2024;- - -;- - -
VICTOR MARTINEZ;TOM NOLAN;18/05/2024;- - -;- - -
VANESSA DEMOPOULOS;EMILY DUCOTE;18/05/2024;28 29 29;29 28 28
OUMAR SY;TUCO TOKKOS;18/05/2024;- - -;- - -
ABUS MAGOMEDOV;WARLLEY ALVES;18/05/2024;30 30 30;26 26 26
TAMIRES VIDAL;MELISSA GATTO;18/05/2024;18 18 18;20 20 20
COURT MCGEE;JEREMIAH WELLS;18/06/2022;- - -;- - -
ROMAN DOLIDZE;KYLE DAUKAUS;18/06/2022;- - -;- - -
JASMINE JASUDAVICIUS;NATALIA SILVA;18/06/2022;26 27 27;30 30 30
EDDIE WINELAND;CODY STAMANN;18/06/2022;- - -;- - -
JULIAN MARQUEZ;GREGORY RODRIGUES;18/06/2022;- - -;- - -
ADRIAN YANEZ;TONY KELLEY;18/06/2022;- - -;- - -
PHIL HAWES;DERON WINN;18/06/2022;10 10 10;8 9 9
TIM MEANS;KEVIN HOLLAND;18/06/2022;9 9 9;10 10 10
CALVIN KATTAR;JOSH EMMETT;18/06/2022;47 48 47;48 47 48
JOAQUIN BUCKLEY;ALBERT DURAEV;18/06/2022;20 20 20;18 18 18
DAMIR ISMAGULOV;GURAM KUTATELADZE;18/06/2022;28 29 30;29 28 27
RICARDO RAMOS;DANNY CHAVEZ;18/06/2022;- - -;- - -
MARIA OLIVEIRA;GLORIA DE PAULA;18/06/2022;29 28 29;28 29 28
CASEY O'NEILL;LUANA SANTOS;18/08/2024;30 30 30;26 27 27
JOSH CULIBAO;RICARDO RAMOS;18/08/2024;29 28 28;28 29 29
JACK JENKINS;HERBERT BURNS;18/08/2024;20 20 20;18 17 18
TOM NOLAN;ALEX REYES;18/08/2024;30 30 29;27 27 28
JUNIOR TAFA;VALTER WALKER;18/08/2024;- - -;- - -
LI JINGLIANG;CARLOS PRATES;18/08/2024;9 9 9;10 10 10
MATEUSZ GAMROT;DAN HOOKER;18/08/2024;28 28 29;29 29 28
TAI TUIVASA;JAIRZINHO ROZENSTRUIK;18/08/2024;30 28 27;27 29 30
DRICUS DU PLESSIS;ISRAEL ADESANYA;18/08/2024;28 29 29;29 28 28
KAI KARA-FRANCE;STEVE ERCEG;18/08/2024;- - -;- - -
STEWART NICOLL;JESUS AGUILAR;18/08/2024;- - -;- - -
SONG KENAN;RICKY GLENN;18/08/2024;29 30 30;28 26 27
